ID;type;Pd;Qd;Gs;Bs;area_num;Vm;Va;baseKV;zone;max_Vm;min_Vm
29364;3;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
44724;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
48779;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
72485;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
18091;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
267;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
30798;1;5000.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
80587;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
96334;1;4000.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
8619;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
7595;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
61870;1;3000.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
36651;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
27406;1;2000.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
54708;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
98382;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
82475;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
14923;1;0.0;0.0;0.0;0.0;0;1.0;0.0;22.0;0;1.2;0.9
